"id","naffairs","affair","age","age.cat","age.imp","male","educ","edu.cat","occup","occup.cat","kids","relig","religious","yrsmarr","yrsmarr.cat","yrsmarr.imp","ratemarr","rate.marr.cat"
752,0,0,37,"35-39",37,0,14,"some-college",1,"unskilled",1,4,"somewhat",15,"12+",17,2,"somewhat-unhappy"
754,0,0,27,"25-29",29,1,14,"some-college",5,"admin",1,4,"somewhat",7,"6-8-yrs",8,3,"average"
755,3,1,22,"20-24",21,1,14,"some-college",3,"skilled",0,1,"anti",1.5,"1-2-yrs",1,2,"somewhat-unhappy"
758,7,1,22,"20-24",21,1,18,"Masters",6,"manager",1,3,"slightly",4,"3-5-yrs",3,4,"somewhat-happy"
760,0,0,32,"30-34",34,1,16,"College-graduate",5,"admin",1,2,"not-at-all",4,"3-5-yrs",5,5,"very-happy"
763,0,0,27,"25-29",26,0,18,"Masters",6,"manager",1,2,"not-at-all",4,"3-5-yrs",4,5,"very-happy"
770,7,1,42,"40-44",40,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",15,"12+",15,4,"somewhat-happy"
774,0,0,27,"25-29",28,0,18,"Masters",5,"admin",1,2,"not-at-all",4,"3-5-yrs",3,5,"very-happy"
776,0,0,37,"35-39",39,1,18,"Masters",6,"manager",1,5,"very",15,"12+",34,5,"very-happy"
779,0,0,47,"45-49",46,0,12,"HS-graduate",5,"admin",1,5,"very",15,"12+",27,4,"somewhat-happy"
784,0,0,32,"30-34",30,0,17,"some-graduate",1,"unskilled",1,3,"slightly",10,"9-11-yrs",9,4,"somewhat-happy"
786,2,1,57,"55+",61,0,18,"Masters",5,"admin",1,1,"anti",15,"12+",26,4,"somewhat-happy"
788,0,0,27,"25-29",27,0,17,"some-graduate",1,"unskilled",1,4,"somewhat",1.5,"1-2-yrs",2,2,"somewhat-unhappy"
794,0,0,57,"55+",58,0,18,"Masters",5,"admin",1,2,"not-at-all",15,"12+",26,2,"somewhat-unhappy"
795,0,0,22,"20-24",24,0,14,"some-college",5,"admin",0,4,"somewhat",1.5,"1-2-yrs",2,4,"somewhat-happy"
797,7,1,32,"30-34",32,0,18,"Masters",5,"admin",1,3,"slightly",4,"3-5-yrs",3,2,"somewhat-unhappy"
798,0,0,42,"40-44",40,1,14,"some-college",3,"skilled",1,3,"slightly",15,"12+",27,4,"somewhat-happy"
800,0,0,57,"55+",65,1,9,"grade-school",2,"semi-skilled",1,4,"somewhat",15,"12+",35,2,"somewhat-unhappy"
803,0,0,57,"55+",59,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",15,"12+",33,5,"very-happy"
807,0,0,22,"20-24",21,0,14,"some-college",4,"clerical",0,4,"somewhat",0.125,"3-mo-or-less",0.25,5,"very-happy"
811,1,1,27,"25-29",29,1,16,"College-graduate",4,"clerical",1,1,"anti",4,"3-5-yrs",4,4,"somewhat-happy"
812,0,0,32,"30-34",33,0,14,"some-college",1,"unskilled",1,4,"somewhat",10,"9-11-yrs",11,5,"very-happy"
820,0,0,42,"40-44",41,0,18,"Masters",5,"admin",1,3,"slightly",15,"12+",32,4,"somewhat-happy"
823,0,0,27,"25-29",25,0,18,"Masters",6,"manager",0,2,"not-at-all",1.5,"1-2-yrs",1,5,"very-happy"
830,0,0,32,"30-34",30,1,18,"Masters",5,"admin",1,2,"not-at-all",0.125,"3-mo-or-less",0.166666666666667,2,"somewhat-unhappy"
834,7,1,32,"30-34",33,1,16,"College-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",6,4,"somewhat-happy"
843,0,0,27,"25-29",27,0,16,"College-graduate",5,"admin",0,3,"slightly",4,"3-5-yrs",5,4,"somewhat-happy"
848,0,0,27,"25-29",28,0,16,"College-graduate",1,"unskilled",1,2,"not-at-all",10,"9-11-yrs",9,4,"somewhat-happy"
851,0,0,32,"30-34",31,0,16,"College-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",8,3,"average"
854,0,0,37,"35-39",36,0,14,"some-college",5,"admin",1,4,"somewhat",15,"12+",20,4,"somewhat-happy"
856,0,0,42,"40-44",40,0,17,"some-graduate",6,"manager",1,5,"very",15,"12+",13,2,"somewhat-unhappy"
857,0,0,32,"30-34",33,1,14,"some-college",6,"manager",1,4,"somewhat",1.5,"1-2-yrs",2,5,"very-happy"
858,2,1,57,"55+",56,1,17,"some-graduate",4,"clerical",1,1,"anti",15,"12+",20,4,"somewhat-happy"
859,0,0,32,"30-34",32,0,17,"some-graduate",5,"admin",1,3,"slightly",4,"3-5-yrs",4,3,"average"
863,0,0,37,"35-39",36,0,18,"Masters",5,"admin",0,4,"somewhat",7,"6-8-yrs",8,5,"very-happy"
865,0,0,22,"20-24",22,0,14,"some-college",3,"skilled",1,3,"slightly",0.416999995708466,"4-6-mo",0.416666666666667,5,"very-happy"
867,0,0,27,"25-29",28,0,14,"some-college",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",6,5,"very-happy"
870,0,0,27,"25-29",28,1,16,"College-graduate",5,"admin",0,3,"slightly",0.75,"7-12-mo",1,5,"very-happy"
873,0,0,27,"25-29",27,1,20,"Phd-MD-Other",5,"admin",1,2,"not-at-all",4,"3-5-yrs",5,5,"very-happy"
875,0,0,32,"30-34",32,1,16,"College-graduate",4,"clerical",1,4,"somewhat",10,"9-11-yrs",9,5,"very-happy"
876,0,0,32,"30-34",31,1,14,"some-college",5,"admin",1,1,"anti",15,"12+",19,5,"very-happy"
877,0,0,22,"20-24",23,1,17,"some-graduate",4,"clerical",0,3,"slightly",0.75,"7-12-mo",0.916666666666667,5,"very-happy"
880,0,0,27,"25-29",27,0,17,"some-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",8,4,"somewhat-happy"
885,7,1,42,"40-44",42,0,14,"some-college",5,"admin",1,4,"somewhat",15,"12+",31,2,"somewhat-unhappy"
893,7,1,37,"35-39",35,1,18,"Masters",5,"admin",1,1,"anti",10,"9-11-yrs",10,3,"average"
903,0,0,27,"25-29",26,1,20,"Phd-MD-Other",5,"admin",1,4,"somewhat",0.416999995708466,"4-6-mo",0.333333333333333,4,"somewhat-happy"
904,0,0,37,"35-39",35,1,20,"Phd-MD-Other",5,"admin",1,4,"somewhat",15,"12+",23,4,"somewhat-happy"
905,0,0,37,"35-39",35,0,14,"some-college",1,"unskilled",1,2,"not-at-all",15,"12+",26,3,"average"
908,0,0,22,"20-24",24,1,18,"Masters",5,"admin",1,1,"anti",4,"3-5-yrs",3,4,"somewhat-happy"
909,0,0,37,"35-39",38,1,17,"some-graduate",5,"admin",1,4,"somewhat",15,"12+",31,3,"average"
910,0,0,22,"20-24",23,0,14,"some-college",4,"clerical",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
912,0,0,52,"50-54",52,1,14,"some-college",6,"manager",1,4,"somewhat",15,"12+",22,2,"somewhat-unhappy"
914,0,0,22,"20-24",21,0,17,"some-graduate",5,"admin",0,4,"somewhat",1.5,"1-2-yrs",1,5,"very-happy"
915,0,0,32,"30-34",32,1,14,"some-college",3,"skilled",1,5,"very",4,"3-5-yrs",3,5,"very-happy"
916,0,0,32,"30-34",33,1,14,"some-college",3,"skilled",1,2,"not-at-all",4,"3-5-yrs",4,5,"very-happy"
920,0,0,22,"20-24",20,0,16,"College-graduate",6,"manager",0,3,"slightly",1.5,"1-2-yrs",1,5,"very-happy"
921,0,0,27,"25-29",26,1,18,"Masters",3,"skilled",0,2,"not-at-all",0.75,"7-12-mo",0.5,3,"average"
925,0,0,22,"20-24",23,0,14,"some-college",5,"admin",1,2,"not-at-all",7,"6-8-yrs",6,2,"somewhat-unhappy"
926,0,0,27,"25-29",29,0,17,"some-graduate",5,"admin",0,2,"not-at-all",0.75,"7-12-mo",0.75,3,"average"
927,3,1,42,"40-44",44,1,17,"some-graduate",6,"manager",1,3,"slightly",15,"12+",34,1,"very-unhappy"
928,1,1,52,"50-54",54,0,14,"some-college",4,"clerical",1,3,"slightly",15,"12+",18,4,"somewhat-happy"
929,0,0,37,"35-39",36,0,12,"HS-graduate",1,"unskilled",1,4,"somewhat",15,"12+",17,2,"somewhat-unhappy"
931,0,0,22,"20-24",22,0,14,"some-college",1,"unskilled",0,1,"anti",1.5,"1-2-yrs",2,5,"very-happy"
933,2,1,27,"25-29",29,0,17,"some-graduate",5,"admin",1,3,"slightly",7,"6-8-yrs",7,3,"average"
945,0,0,37,"35-39",39,0,12,"HS-graduate",4,"clerical",0,2,"not-at-all",10,"9-11-yrs",10,4,"somewhat-happy"
947,0,0,37,"35-39",39,0,18,"Masters",5,"admin",1,4,"somewhat",15,"12+",25,3,"average"
949,0,0,42,"40-44",43,0,12,"HS-graduate",3,"skilled",1,3,"slightly",15,"12+",23,3,"average"
950,0,0,22,"20-24",23,1,18,"Masters",5,"admin",0,2,"not-at-all",4,"3-5-yrs",3,5,"very-happy"
951,12,1,32,"30-34",30,1,12,"HS-graduate",4,"clerical",1,2,"not-at-all",7,"6-8-yrs",6,2,"somewhat-unhappy"
961,0,0,52,"50-54",50,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",7,"6-8-yrs",8,2,"somewhat-unhappy"
965,0,0,27,"25-29",26,1,17,"some-graduate",5,"admin",0,2,"not-at-all",0.75,"7-12-mo",0.916666666666667,5,"very-happy"
966,0,0,27,"25-29",27,0,17,"some-graduate",4,"clerical",0,2,"not-at-all",4,"3-5-yrs",3,5,"very-happy"
967,0,0,42,"40-44",43,1,20,"Phd-MD-Other",6,"manager",0,5,"very",1.5,"1-2-yrs",1,5,"very-happy"
968,1,1,22,"20-24",24,1,14,"some-college",2,"semi-skilled",0,4,"somewhat",4,"3-5-yrs",4,5,"very-happy"
972,3,1,27,"25-29",28,1,18,"Masters",6,"manager",1,3,"slightly",7,"6-8-yrs",6,4,"somewhat-happy"
975,12,1,37,"35-39",36,0,18,"Masters",5,"admin",1,1,"anti",15,"12+",26,5,"very-happy"
977,7,1,32,"30-34",33,0,17,"some-graduate",1,"unskilled",1,3,"slightly",15,"12+",18,3,"average"
981,7,1,27,"25-29",26,0,17,"some-graduate",5,"admin",0,2,"not-at-all",7,"6-8-yrs",6,5,"very-happy"
986,1,1,32,"30-34",31,0,17,"some-graduate",5,"admin",1,3,"slightly",7,"6-8-yrs",8,3,"average"
987,0,0,22,"20-24",21,1,17,"some-graduate",6,"manager",0,4,"somewhat",1.5,"1-2-yrs",1,5,"very-happy"
990,0,0,22,"20-24",24,1,17,"some-graduate",5,"admin",0,4,"somewhat",4,"3-5-yrs",4,3,"average"
992,0,0,22,"20-24",20,0,14,"some-college",5,"admin",1,1,"anti",4,"3-5-yrs",5,4,"somewhat-happy"
995,0,0,37,"35-39",35,1,20,"Phd-MD-Other",4,"clerical",1,5,"very",15,"12+",28,5,"very-happy"
1002,1,1,32,"30-34",33,1,14,"some-college",2,"semi-skilled",1,2,"not-at-all",1.5,"1-2-yrs",2,4,"somewhat-happy"
1007,12,1,42,"40-44",44,0,14,"some-college",1,"unskilled",1,4,"somewhat",15,"12+",30,2,"somewhat-unhappy"
1009,0,0,37,"35-39",36,0,16,"College-graduate",6,"manager",1,3,"slightly",10,"9-11-yrs",10,3,"average"
1011,7,1,32,"30-34",33,1,14,"some-college",5,"admin",1,3,"slightly",10,"9-11-yrs",11,4,"somewhat-happy"
1021,0,0,42,"40-44",41,1,17,"some-graduate",6,"manager",1,4,"somewhat",15,"12+",18,5,"very-happy"
1026,0,0,47,"45-49",46,0,17,"some-graduate",5,"admin",1,4,"somewhat",15,"12+",27,5,"very-happy"
1027,0,0,22,"20-24",20,1,16,"College-graduate",5,"admin",0,4,"somewhat",1.5,"1-2-yrs",1,4,"somewhat-happy"
1030,0,0,32,"30-34",31,0,12,"HS-graduate",1,"unskilled",1,3,"slightly",10,"9-11-yrs",10,4,"somewhat-happy"
1031,0,0,22,"20-24",21,0,14,"some-college",3,"skilled",1,1,"anti",7,"6-8-yrs",8,5,"very-happy"
1034,0,0,32,"30-34",30,0,17,"some-graduate",5,"admin",1,4,"somewhat",10,"9-11-yrs",11,4,"somewhat-happy"
1035,7,1,37,"35-39",37,1,20,"Phd-MD-Other",6,"manager",1,1,"anti",4,"3-5-yrs",4,3,"average"
1037,0,0,27,"25-29",28,1,16,"College-graduate",2,"semi-skilled",1,2,"not-at-all",1.5,"1-2-yrs",1,4,"somewhat-happy"
1038,0,0,37,"35-39",35,1,14,"some-college",5,"admin",1,4,"somewhat",15,"12+",30,5,"very-happy"
1039,0,0,42,"40-44",43,1,14,"some-college",4,"clerical",1,3,"slightly",4,"3-5-yrs",5,5,"very-happy"
1045,0,0,37,"35-39",37,0,14,"some-college",5,"admin",1,5,"very",15,"12+",31,4,"somewhat-happy"
1046,0,0,32,"30-34",30,0,17,"some-graduate",5,"admin",1,4,"somewhat",7,"6-8-yrs",8,5,"very-happy"
1050,1,1,27,"25-29",29,0,16,"College-graduate",5,"admin",1,2,"not-at-all",4,"3-5-yrs",5,3,"average"
1054,0,0,42,"40-44",40,0,18,"Masters",6,"manager",1,4,"somewhat",15,"12+",33,5,"very-happy"
1056,12,1,42,"40-44",40,0,14,"some-college",4,"clerical",1,3,"slightly",15,"12+",29,3,"average"
1057,1,1,27,"25-29",29,1,20,"Phd-MD-Other",6,"manager",1,5,"very",10,"9-11-yrs",10,5,"very-happy"
1059,0,0,27,"25-29",29,1,18,"Masters",6,"manager",0,4,"somewhat",4,"3-5-yrs",3,4,"somewhat-happy"
1063,0,0,22,"20-24",24,1,18,"Masters",6,"manager",0,4,"somewhat",0.75,"7-12-mo",0.666666666666667,5,"very-happy"
1068,0,0,27,"25-29",28,1,14,"some-college",5,"admin",1,4,"somewhat",4,"3-5-yrs",5,3,"average"
1070,0,0,22,"20-24",21,0,18,"Masters",1,"unskilled",0,5,"very",0.75,"7-12-mo",0.833333333333333,5,"very-happy"
1072,0,0,52,"50-54",54,0,9,"grade-school",5,"admin",1,5,"very",15,"12+",25,5,"very-happy"
1073,0,0,32,"30-34",31,1,14,"some-college",5,"admin",1,3,"slightly",10,"9-11-yrs",9,5,"very-happy"
1075,12,1,37,"35-39",39,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",10,"9-11-yrs",10,2,"somewhat-unhappy"
1077,0,0,37,"35-39",39,0,16,"College-graduate",4,"clerical",1,4,"somewhat",15,"12+",29,4,"somewhat-happy"
1080,12,1,27,"25-29",29,0,14,"some-college",3,"skilled",1,1,"anti",7,"6-8-yrs",7,3,"average"
1081,0,0,32,"30-34",32,1,20,"Phd-MD-Other",5,"admin",1,2,"not-at-all",7,"6-8-yrs",7,4,"somewhat-happy"
1083,0,0,42,"40-44",41,0,18,"Masters",1,"unskilled",1,3,"slightly",15,"12+",15,4,"somewhat-happy"
1084,0,0,32,"30-34",33,1,16,"College-graduate",5,"admin",1,1,"anti",15,"12+",23,5,"very-happy"
1086,0,0,27,"25-29",25,1,18,"Masters",5,"admin",1,3,"slightly",4,"3-5-yrs",3,5,"very-happy"
1087,0,0,32,"30-34",30,0,12,"HS-graduate",3,"skilled",1,4,"somewhat",15,"12+",27,4,"somewhat-happy"
1089,0,0,22,"20-24",21,1,14,"some-college",2,"semi-skilled",1,3,"slightly",0.75,"7-12-mo",0.833333333333333,4,"somewhat-happy"
1096,0,0,22,"20-24",22,0,16,"College-graduate",5,"admin",0,3,"slightly",1.5,"1-2-yrs",1,3,"average"
1102,0,0,42,"40-44",44,0,14,"some-college",3,"skilled",1,4,"somewhat",15,"12+",29,5,"very-happy"
1103,0,0,52,"50-54",50,0,16,"College-graduate",5,"admin",1,3,"slightly",15,"12+",23,4,"somewhat-happy"
1107,0,0,37,"35-39",38,1,20,"Phd-MD-Other",6,"manager",1,5,"very",15,"12+",30,4,"somewhat-happy"
1109,0,0,47,"45-49",46,0,12,"HS-graduate",2,"semi-skilled",1,4,"somewhat",15,"12+",31,3,"average"
1115,0,0,57,"55+",62,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",15,"12+",23,4,"somewhat-happy"
1119,0,0,32,"30-34",32,1,17,"some-graduate",5,"admin",1,4,"somewhat",7,"6-8-yrs",7,5,"very-happy"
1124,0,0,27,"25-29",26,0,17,"some-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",6,4,"somewhat-happy"
1125,3,1,27,"25-29",28,0,12,"HS-graduate",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",7,2,"somewhat-unhappy"
1126,0,0,22,"20-24",23,1,18,"Masters",6,"manager",0,1,"anti",1.5,"1-2-yrs",1,5,"very-happy"
1128,0,0,22,"20-24",23,0,9,"grade-school",1,"unskilled",1,3,"slightly",4,"3-5-yrs",5,4,"somewhat-happy"
1129,0,0,22,"20-24",23,0,14,"some-college",1,"unskilled",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1130,0,0,42,"40-44",43,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",15,"12+",15,4,"somewhat-happy"
1131,3,1,32,"30-34",33,1,14,"some-college",4,"clerical",1,2,"not-at-all",10,"9-11-yrs",10,4,"somewhat-happy"
1133,0,0,57,"55+",58,1,9,"grade-school",2,"semi-skilled",1,4,"somewhat",15,"12+",21,4,"somewhat-happy"
1138,12,1,17.5,"19-",18,0,12,"HS-graduate",1,"unskilled",1,2,"not-at-all",0.75,"7-12-mo",0.583333333333333,3,"average"
1140,0,0,27,"25-29",29,0,18,"Masters",1,"unskilled",1,2,"not-at-all",7,"6-8-yrs",7,5,"very-happy"
1143,0,0,22,"20-24",23,0,14,"some-college",1,"unskilled",1,3,"slightly",4,"3-5-yrs",5,5,"very-happy"
1146,0,0,37,"35-39",36,1,14,"some-college",5,"admin",1,4,"somewhat",15,"12+",25,3,"average"
1150,12,1,32,"30-34",30,0,18,"Masters",5,"admin",1,3,"slightly",15,"12+",27,4,"somewhat-happy"
1153,0,0,32,"30-34",33,1,18,"Masters",6,"manager",1,1,"anti",7,"6-8-yrs",8,4,"somewhat-happy"
1156,0,0,22,"20-24",23,0,14,"some-college",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",1,5,"very-happy"
1157,0,0,22,"20-24",20,0,12,"HS-graduate",1,"unskilled",1,3,"slightly",1.5,"1-2-yrs",2,3,"average"
1158,0,0,52,"50-54",51,1,14,"some-college",5,"admin",1,2,"not-at-all",15,"12+",23,5,"very-happy"
1160,0,0,37,"35-39",37,0,14,"some-college",1,"unskilled",1,2,"not-at-all",15,"12+",21,1,"very-unhappy"
1161,0,0,32,"30-34",32,0,14,"some-college",5,"admin",1,2,"not-at-all",10,"9-11-yrs",10,5,"very-happy"
1163,2,1,22,"20-24",23,0,14,"some-college",4,"clerical",0,4,"somewhat",7,"6-8-yrs",6,3,"average"
1166,0,0,42,"40-44",40,1,20,"Phd-MD-Other",4,"clerical",1,4,"somewhat",15,"12+",15,5,"very-happy"
1169,1,1,32,"30-34",31,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",7,"6-8-yrs",8,5,"very-happy"
1177,0,0,27,"25-29",25,0,18,"Masters",4,"clerical",1,3,"slightly",4,"3-5-yrs",4,5,"very-happy"
1178,0,0,37,"35-39",38,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",15,"12+",27,5,"very-happy"
1180,0,0,27,"25-29",25,1,18,"Masters",5,"admin",0,3,"slightly",1.5,"1-2-yrs",2,5,"very-happy"
1187,0,0,22,"20-24",21,0,16,"College-graduate",6,"manager",0,2,"not-at-all",0.125,"3-mo-or-less",0.166666666666667,3,"average"
1191,0,0,32,"30-34",34,1,20,"Phd-MD-Other",6,"manager",1,2,"not-at-all",10,"9-11-yrs",10,3,"average"
1195,0,0,27,"25-29",28,0,18,"Masters",5,"admin",0,4,"somewhat",4,"3-5-yrs",5,4,"somewhat-happy"
1198,7,1,27,"25-29",28,1,18,"Masters",6,"manager",1,2,"not-at-all",4,"3-5-yrs",4,2,"somewhat-unhappy"
1204,1,1,22,"20-24",21,0,14,"some-college",5,"admin",1,5,"very",1.5,"1-2-yrs",1,3,"average"
1207,0,0,27,"25-29",29,0,12,"HS-graduate",5,"admin",1,2,"not-at-all",7,"6-8-yrs",7,1,"very-unhappy"
1208,0,0,32,"30-34",34,1,18,"Masters",6,"manager",1,5,"very",4,"3-5-yrs",3,3,"average"
1209,0,0,37,"35-39",37,0,17,"some-graduate",5,"admin",1,2,"not-at-all",15,"12+",29,5,"very-happy"
1211,0,0,47,"45-49",48,1,20,"Phd-MD-Other",6,"manager",0,4,"somewhat",15,"12+",28,4,"somewhat-happy"
1215,0,0,27,"25-29",29,1,18,"Masters",5,"admin",0,1,"anti",1.5,"1-2-yrs",2,5,"very-happy"
1218,12,1,32,"30-34",34,0,17,"some-graduate",5,"admin",0,3,"slightly",15,"12+",12,1,"very-unhappy"
1221,0,0,37,"35-39",38,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",15,"12+",26,4,"somewhat-happy"
1226,0,0,32,"30-34",33,0,18,"Masters",1,"unskilled",1,4,"somewhat",15,"12+",27,4,"somewhat-happy"
1229,0,0,32,"30-34",32,0,17,"some-graduate",5,"admin",1,4,"somewhat",7,"6-8-yrs",6,4,"somewhat-happy"
1230,12,1,42,"40-44",40,0,12,"HS-graduate",1,"unskilled",1,2,"not-at-all",15,"12+",25,2,"somewhat-unhappy"
1231,0,0,42,"40-44",43,0,14,"some-college",1,"unskilled",1,3,"slightly",15,"12+",35,3,"average"
1234,0,0,27,"25-29",25,0,16,"College-graduate",1,"unskilled",1,3,"slightly",7,"6-8-yrs",8,4,"somewhat-happy"
1235,0,0,27,"25-29",26,1,16,"College-graduate",4,"clerical",0,3,"slightly",1.5,"1-2-yrs",2,2,"somewhat-unhappy"
1236,7,1,42,"40-44",41,1,20,"Phd-MD-Other",5,"admin",1,3,"slightly",15,"12+",23,4,"somewhat-happy"
1242,0,0,22,"20-24",21,1,16,"College-graduate",3,"skilled",0,3,"slightly",1.5,"1-2-yrs",1,5,"very-happy"
1245,0,0,27,"25-29",28,1,16,"College-graduate",4,"clerical",1,3,"slightly",4,"3-5-yrs",5,2,"somewhat-unhappy"
1247,12,1,32,"30-34",34,1,18,"Masters",4,"clerical",0,2,"not-at-all",10,"9-11-yrs",9,2,"somewhat-unhappy"
1259,12,1,32,"30-34",31,0,9,"grade-school",1,"unskilled",1,3,"slightly",15,"12+",17,1,"very-unhappy"
1260,0,0,27,"25-29",25,0,12,"HS-graduate",1,"unskilled",1,3,"slightly",7,"6-8-yrs",8,2,"somewhat-unhappy"
1266,0,0,37,"35-39",38,0,18,"Masters",5,"admin",1,2,"not-at-all",15,"12+",21,4,"somewhat-happy"
1271,0,0,37,"35-39",39,0,14,"some-college",4,"clerical",1,3,"slightly",7,"6-8-yrs",8,4,"somewhat-happy"
1273,0,0,22,"20-24",20,1,16,"College-graduate",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",1,5,"very-happy"
1276,0,0,37,"35-39",39,1,20,"Phd-MD-Other",5,"admin",1,5,"very",15,"12+",27,4,"somewhat-happy"
1280,0,0,22,"20-24",22,0,16,"College-graduate",5,"admin",0,4,"somewhat",1.5,"1-2-yrs",2,3,"average"
1282,0,0,32,"30-34",34,0,16,"College-graduate",1,"unskilled",1,4,"somewhat",10,"9-11-yrs",11,5,"very-happy"
1285,0,0,27,"25-29",27,1,17,"some-graduate",5,"admin",0,2,"not-at-all",4,"3-5-yrs",4,3,"average"
1294,7,1,57,"55+",56,1,20,"Phd-MD-Other",4,"clerical",1,5,"very",15,"12+",28,5,"very-happy"
1295,0,0,22,"20-24",20,0,14,"some-college",5,"admin",0,4,"somewhat",0.416999995708466,"4-6-mo",0.5,5,"very-happy"
1298,0,0,27,"25-29",29,0,18,"Masters",5,"admin",0,2,"not-at-all",4,"3-5-yrs",4,5,"very-happy"
1299,0,0,37,"35-39",36,1,18,"Masters",5,"admin",1,4,"somewhat",15,"12+",18,3,"average"
1304,0,0,37,"35-39",35,1,20,"Phd-MD-Other",7,"executive",1,5,"very",10,"9-11-yrs",10,4,"somewhat-happy"
1305,0,0,27,"25-29",27,0,14,"some-college",4,"clerical",1,2,"not-at-all",7,"6-8-yrs",7,2,"somewhat-unhappy"
1311,0,0,32,"30-34",30,1,16,"College-graduate",5,"admin",1,2,"not-at-all",4,"3-5-yrs",4,5,"very-happy"
1314,0,0,32,"30-34",30,1,16,"College-graduate",6,"manager",1,2,"not-at-all",4,"3-5-yrs",4,4,"somewhat-happy"
1319,0,0,22,"20-24",24,1,18,"Masters",4,"clerical",0,3,"slightly",1.5,"1-2-yrs",1,5,"very-happy"
1322,0,0,22,"20-24",22,0,14,"some-college",3,"skilled",1,4,"somewhat",4,"3-5-yrs",3,4,"somewhat-happy"
1324,0,0,17.5,"19-",17,0,18,"Masters",5,"admin",0,2,"not-at-all",0.75,"7-12-mo",0.75,4,"somewhat-happy"
1327,0,0,32,"30-34",34,1,20,"Phd-MD-Other",4,"clerical",1,4,"somewhat",10,"9-11-yrs",9,5,"very-happy"
1328,0,0,32,"30-34",34,0,14,"some-college",3,"skilled",0,5,"very",0.75,"7-12-mo",0.75,3,"average"
1330,0,0,37,"35-39",35,1,17,"some-graduate",5,"admin",1,4,"somewhat",15,"12+",14,3,"average"
1332,0,0,32,"30-34",30,1,14,"some-college",4,"clerical",0,3,"slightly",4,"3-5-yrs",3,5,"very-happy"
1333,0,0,27,"25-29",26,0,17,"some-graduate",3,"skilled",0,2,"not-at-all",1.5,"1-2-yrs",2,2,"somewhat-unhappy"
1336,0,0,22,"20-24",20,0,14,"some-college",1,"unskilled",1,4,"somewhat",7,"6-8-yrs",7,5,"very-happy"
1341,0,0,47,"45-49",46,1,14,"some-college",6,"manager",1,5,"very",15,"12+",19,5,"very-happy"
1344,0,0,27,"25-29",28,1,16,"College-graduate",4,"clerical",1,1,"anti",4,"3-5-yrs",5,4,"somewhat-happy"
1352,0,0,37,"35-39",36,0,14,"some-college",1,"unskilled",1,5,"very",15,"12+",30,3,"average"
1353,12,1,47,"45-49",49,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",15,"12+",31,4,"somewhat-happy"
1358,0,0,42,"40-44",43,1,18,"Masters",5,"admin",1,4,"somewhat",4,"3-5-yrs",5,5,"very-happy"
1359,0,0,32,"30-34",33,0,14,"some-college",1,"unskilled",1,2,"not-at-all",4,"3-5-yrs",5,5,"very-happy"
1361,0,0,52,"50-54",51,1,14,"some-college",7,"executive",1,2,"not-at-all",15,"12+",35,4,"somewhat-happy"
1364,0,0,22,"20-24",22,0,16,"College-graduate",1,"unskilled",0,2,"not-at-all",1.5,"1-2-yrs",1,4,"somewhat-happy"
1368,0,0,52,"50-54",50,1,12,"HS-graduate",2,"semi-skilled",1,4,"somewhat",15,"12+",29,4,"somewhat-happy"
1370,2,1,42,"40-44",41,0,17,"some-graduate",6,"manager",1,2,"not-at-all",15,"12+",16,3,"average"
1384,0,0,22,"20-24",23,0,17,"some-graduate",1,"unskilled",0,3,"slightly",0.416999995708466,"4-6-mo",0.333333333333333,5,"very-happy"
1390,0,0,22,"20-24",24,0,16,"College-graduate",5,"admin",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1393,0,0,27,"25-29",27,1,20,"Phd-MD-Other",6,"manager",1,4,"somewhat",4,"3-5-yrs",4,4,"somewhat-happy"
1394,0,0,32,"30-34",32,0,14,"some-college",1,"unskilled",1,4,"somewhat",15,"12+",33,5,"very-happy"
1402,0,0,27,"25-29",27,0,16,"College-graduate",3,"skilled",0,2,"not-at-all",1.5,"1-2-yrs",2,5,"very-happy"
1407,0,0,32,"30-34",31,1,20,"Phd-MD-Other",6,"manager",0,1,"anti",4,"3-5-yrs",3,5,"very-happy"
